scenario_id,target_utilization,tenant_weight_skew,favored_tenant_size,prediction_noise_sigma,seed,policy_i,policy_j,delta_ij
fs2.util1.5000.skew1.0000.favlong.noise0.30.s20260816,1.5,1.0,long,0.3,20260816,aging_priority,weighted_fair_share,-0.09166666666666667
fs2.util1.5000.skew1.0000.favlong.noise0.30.s20260817,1.5,1.0,long,0.3,20260817,aging_priority,weighted_fair_share,-0.4666666666666667
fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260816,1.1,5.0,long,0.0,20260816,aging_priority,weighted_fair_share,-0.16666666666666669
fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260817,1.1,5.0,long,0.0,20260817,aging_priority,weighted_fair_share,-0.1555555555555555
fs2.util1.1000.skew5.0000.favlong.noise0.30.s20260816,1.1,5.0,long,0.3,20260816,aging_priority,weighted_fair_share,-0.0527777777777777
fs2.util1.1000.skew5.0000.favlong.noise0.30.s20260817,1.1,5.0,long,0.3,20260817,aging_priority,weighted_fair_share,-0.18888888888888883
fs2.util1.3000.skew5.0000.favlong.noise0.00.s20260816,1.3,5.0,long,0.0,20260816,aging_priority,weighted_fair_share,-0.2722222222222222
fs2.util1.3000.skew5.0000.favlong.noise0.00.s20260817,1.3,5.0,long,0.0,20260817,aging_priority,weighted_fair_share,-0.14444444444444443
fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260816,1.3,5.0,long,0.3,20260816,aging_priority,weighted_fair_share,-0.0444444444444444
fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260817,1.3,5.0,long,0.3,20260817,aging_priority,weighted_fair_share,-0.18055555555555558
fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260816,1.5,5.0,long,0.0,20260816,aging_priority,weighted_fair_share,-0.15277777777777773
fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260817,1.5,5.0,long,0.0,20260817,aging_priority,weighted_fair_share,-0.13611111111111107
fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260816,1.5,5.0,long,0.3,20260816,aging_priority,weighted_fair_share,0.022222222222222143
fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260817,1.5,5.0,long,0.3,20260817,aging_priority,weighted_fair_share,-0.2
fs2.util1.1000.skew10.0000.favlong.noise0.00.s20260816,1.1,10.0,long,0.0,20260816,aging_priority,weighted_fair_share,-0.17878787878787872
fs2.util1.1000.skew10.0000.favlong.noise0.00.s20260817,1.1,10.0,long,0.0,20260817,aging_priority,weighted_fair_share,-0.06666666666666671
fs2.util1.1000.skew10.0000.favlong.noise0.30.s20260816,1.1,10.0,long,0.3,20260816,aging_priority,weighted_fair_share,-0.08333333333333326
fs2.util1.1000.skew10.0000.favlong.noise0.30.s20260817,1.1,10.0,long,0.3,20260817,aging_priority,weighted_fair_share,-0.18333333333333335
fs2.util1.3000.skew10.0000.favlong.noise0.00.s20260816,1.3,10.0,long,0.0,20260816,aging_priority,weighted_fair_share,-0.14242424242424245
fs2.util1.3000.skew10.0000.favlong.noise0.00.s20260817,1.3,10.0,long,0.0,20260817,aging_priority,weighted_fair_share,-0.08939393939393941
fs2.util1.3000.skew10.0000.favlong.noise0.30.s20260816,1.3,10.0,long,0.3,20260816,aging_priority,weighted_fair_share,-0.009090909090909038
fs2.util1.3000.skew10.0000.favlong.noise0.30.s20260817,1.3,10.0,long,0.3,20260817,aging_priority,weighted_fair_share,-0.13787878787878788
fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260816,1.5,10.0,long,0.0,20260816,aging_priority,weighted_fair_share,-0.08636363636363636
fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260817,1.5,10.0,long,0.0,20260817,aging_priority,weighted_fair_share,-0.11515151515151512
fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260816,1.5,10.0,long,0.3,20260816,aging_priority,weighted_fair_share,0.00909090909090915
fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260817,1.5,10.0,long,0.3,20260817,aging_priority,weighted_fair_share,-0.15909090909090906
fs2.util1.1000.skew1.0000.favshort.noise0.00.s20260816,1.1,1.0,short,0.0,20260816,estimated_service_time_first,fifo,0.3666666666666667
fs2.util1.1000.skew1.0000.favshort.noise0.00.s20260817,1.1,1.0,short,0.0,20260817,estimated_service_time_first,fifo,0.375
fs2.util1.1000.skew1.0000.favshort.noise0.30.s20260816,1.1,1.0,short,0.3,20260816,estimated_service_time_first,fifo,0.3583333333333334
fs2.util1.1000.skew1.0000.favshort.noise0.30.s20260817,1.1,1.0,short,0.3,20260817,estimated_service_time_first,fifo,0.31666666666666676
fs2.util1.3000.skew1.0000.favshort.noise0.00.s20260816,1.3,1.0,short,0.0,20260816,estimated_service_time_first,fifo,0.36666666666666664
fs2.util1.3000.skew1.0000.favshort.noise0.00.s20260817,1.3,1.0,short,0.0,20260817,estimated_service_time_first,fifo,0.44999999999999996
fs2.util1.3000.skew1.0000.favshort.noise0.30.s20260816,1.3,1.0,short,0.3,20260816,estimated_service_time_first,fifo,0.3833333333333333
fs2.util1.3000.skew1.0000.favshort.noise0.30.s20260817,1.3,1.0,short,0.3,20260817,estimated_service_time_first,fifo,0.35833333333333334
fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260816,1.5,1.0,short,0.0,20260816,estimated_service_time_first,fifo,0.47500000000000003
fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260817,1.5,1.0,short,0.0,20260817,estimated_service_time_first,fifo,0.4916666666666667
fs2.util1.5000.skew1.0000.favshort.noise0.30.s20260816,1.5,1.0,short,0.3,20260816,estimated_service_time_first,fifo,0.4416666666666667
fs2.util1.5000.skew1.0000.favshort.noise0.30.s20260817,1.5,1.0,short,0.3,20260817,estimated_service_time_first,fifo,0.39166666666666666
fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260816,1.1,5.0,short,0.0,20260816,estimated_service_time_first,fifo,0.7
fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260817,1.1,5.0,short,0.0,20260817,estimated_service_time_first,fifo,0.736111111111111
fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260816,1.1,5.0,short,0.3,20260816,estimated_service_time_first,fifo,0.6416666666666666
fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260817,1.1,5.0,short,0.3,20260817,estimated_service_time_first,fifo,0.6277777777777778
fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260816,1.3,5.0,short,0.0,20260816,estimated_service_time_first,fifo,0.7
fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260817,1.3,5.0,short,0.0,20260817,estimated_service_time_first,fifo,0.7722222222222223
fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260816,1.3,5.0,short,0.3,20260816,estimated_service_time_first,fifo,0.7611111111111112
fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260817,1.3,5.0,short,0.3,20260817,estimated_service_time_first,fifo,0.6527777777777778
fs2.util1.5000.skew5.0000.favshort.noise0.00.s20260816,1.5,5.0,short,0.0,20260816,estimated_service_time_first,fifo,0.7361111111111112
fs2.util1.5000.skew5.0000.favshort.noise0.00.s20260817,1.5,5.0,short,0.0,20260817,estimated_service_time_first,fifo,0.7972222222222223
fs2.util1.5000.skew5.0000.favshort.noise0.30.s20260816,1.5,5.0,short,0.3,20260816,estimated_service_time_first,fifo,0.7805555555555556
fs2.util1.5000.skew5.0000.favshort.noise0.30.s20260817,1.5,5.0,short,0.3,20260817,estimated_service_time_first,fifo,0.6861111111111111
fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260816,1.1,10.0,short,0.0,20260816,estimated_service_time_first,fifo,0.7757575757575759
fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260817,1.1,10.0,short,0.0,20260817,estimated_service_time_first,fifo,0.8181818181818182
fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260816,1.1,10.0,short,0.3,20260816,estimated_service_time_first,fifo,0.706060606060606
fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260817,1.1,10.0,short,0.3,20260817,estimated_service_time_first,fifo,0.6984848484848485
fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260816,1.3,10.0,short,0.0,20260816,estimated_service_time_first,fifo,0.7757575757575758
fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260817,1.3,10.0,short,0.0,20260817,estimated_service_time_first,fifo,0.8454545454545455
fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260816,1.3,10.0,short,0.3,20260816,estimated_service_time_first,fifo,0.8469696969696969
fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260817,1.3,10.0,short,0.3,20260817,estimated_service_time_first,fifo,0.7196969696969697
fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260816,1.5,10.0,short,0.0,20260816,estimated_service_time_first,fifo,0.7954545454545454
fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260817,1.5,10.0,short,0.0,20260817,estimated_service_time_first,fifo,0.8666666666666666
fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260816,1.5,10.0,short,0.3,20260816,estimated_service_time_first,fifo,0.8575757575757575
fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260817,1.5,10.0,short,0.3,20260817,estimated_service_time_first,fifo,0.753030303030303
fs2.util1.1000.skew1.0000.favlong.noise0.00.s20260816,1.1,1.0,long,0.0,20260816,estimated_service_time_first,fifo,0.18333333333333335
fs2.util1.1000.skew1.0000.favlong.noise0.00.s20260817,1.1,1.0,long,0.0,20260817,estimated_service_time_first,fifo,0.2
fs2.util1.1000.skew1.0000.favlong.noise0.30.s20260816,1.1,1.0,long,0.3,20260816,estimated_service_time_first,fifo,0.1166666666666667
fs2.util1.1000.skew1.0000.favlong.noise0.30.s20260817,1.1,1.0,long,0.3,20260817,estimated_service_time_first,fifo,0.19166666666666665
fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260816,1.3,1.0,long,0.0,20260816,estimated_service_time_first,fifo,0.325
fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260817,1.3,1.0,long,0.0,20260817,estimated_service_time_first,fifo,0.23333333333333328
fs2.util1.3000.skew1.0000.favlong.noise0.30.s20260816,1.3,1.0,long,0.3,20260816,estimated_service_time_first,fifo,0.07500000000000007
fs2.util1.3000.skew1.0000.favlong.noise0.30.s20260817,1.3,1.0,long,0.3,20260817,estimated_service_time_first,fifo,0.15833333333333333
fs2.util1.5000.skew1.0000.favlong.noise0.00.s20260816,1.5,1.0,long,0.0,20260816,estimated_service_time_first,fifo,0.3416666666666667
fs2.util1.5000.skew1.0000.favlong.noise0.00.s20260817,1.5,1.0,long,0.0,20260817,estimated_service_time_first,fifo,0.325
fs2.util1.5000.skew1.0000.favlong.noise0.30.s20260816,1.5,1.0,long,0.3,20260816,estimated_service_time_first,fifo,0.19999999999999996
fs2.util1.5000.skew1.0000.favlong.noise0.30.s20260817,1.5,1.0,long,0.3,20260817,estimated_service_time_first,fifo,0.23333333333333334
fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260816,1.1,5.0,long,0.0,20260816,estimated_service_time_first,fifo,0.3055555555555555
fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260817,1.1,5.0,long,0.0,20260817,estimated_service_time_first,fifo,0.24444444444444446
fs2.util1.1000.skew5.0000.favlong.noise0.30.s20260816,1.1,5.0,long,0.3,20260816,estimated_service_time_first,fifo,0.19444444444444453
fs2.util1.1000.skew5.0000.favlong.noise0.30.s20260817,1.1,5.0,long,0.3,20260817,estimated_service_time_first,fifo,0.3194444444444444
fs2.util1.3000.skew5.0000.favlong.noise0.00.s20260816,1.3,5.0,long,0.0,20260816,estimated_service_time_first,fifo,0.275
fs2.util1.3000.skew5.0000.favlong.noise0.00.s20260817,1.3,5.0,long,0.0,20260817,estimated_service_time_first,fifo,0.19999999999999998
fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260816,1.3,5.0,long,0.3,20260816,estimated_service_time_first,fifo,0.125
fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260817,1.3,5.0,long,0.3,20260817,estimated_service_time_first,fifo,0.26388888888888884
fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260816,1.5,5.0,long,0.0,20260816,estimated_service_time_first,fifo,0.2583333333333333
fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260817,1.5,5.0,long,0.0,20260817,estimated_service_time_first,fifo,0.21944444444444441
fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260816,1.5,5.0,long,0.3,20260816,estimated_service_time_first,fifo,0.33333333333333337
fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260817,1.5,5.0,long,0.3,20260817,estimated_service_time_first,fifo,0.23333333333333334
fs2.util1.1000.skew10.0000.favlong.noise0.00.s20260816,1.1,10.0,long,0.0,20260816,estimated_service_time_first,fifo,0.33333333333333337
fs2.util1.1000.skew10.0000.favlong.noise0.00.s20260817,1.1,10.0,long,0.0,20260817,estimated_service_time_first,fifo,0.2545454545454545
fs2.util1.1000.skew10.0000.favlong.noise0.30.s20260816,1.1,10.0,long,0.3,20260816,estimated_service_time_first,fifo,0.21212121212121215
fs2.util1.1000.skew10.0000.favlong.noise0.30.s20260817,1.1,10.0,long,0.3,20260817,estimated_service_time_first,fifo,0.3484848484848485
fs2.util1.3000.skew10.0000.favlong.noise0.00.s20260816,1.3,10.0,long,0.0,20260816,estimated_service_time_first,fifo,0.2636363636363636
fs2.util1.3000.skew10.0000.favlong.noise0.00.s20260817,1.3,10.0,long,0.0,20260817,estimated_service_time_first,fifo,0.19242424242424244
fs2.util1.3000.skew10.0000.favlong.noise0.30.s20260816,1.3,10.0,long,0.3,20260816,estimated_service_time_first,fifo,0.13636363636363635
fs2.util1.3000.skew10.0000.favlong.noise0.30.s20260817,1.3,10.0,long,0.3,20260817,estimated_service_time_first,fifo,0.28787878787878785
fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260816,1.5,10.0,long,0.0,20260816,estimated_service_time_first,fifo,0.23939393939393938
fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260817,1.5,10.0,long,0.0,20260817,estimated_service_time_first,fifo,0.19545454545454544
fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260816,1.5,10.0,long,0.3,20260816,estimated_service_time_first,fifo,0.36363636363636365
fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260817,1.5,10.0,long,0.3,20260817,estimated_service_time_first,fifo,0.23333333333333334
fs2.util1.1000.skew1.0000.favshort.noise0.00.s20260816,1.1,1.0,short,0.0,20260816,estimated_service_time_first,weighted_fair_share,0.05833333333333335
fs2.util1.1000.skew1.0000.favshort.noise0.00.s20260817,1.1,1.0,short,0.0,20260817,estimated_service_time_first,weighted_fair_share,0.09166666666666667
fs2.util1.1000.skew1.0000.favshort.noise0.30.s20260816,1.1,1.0,short,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.01666666666666672
fs2.util1.1000.skew1.0000.favshort.noise0.30.s20260817,1.1,1.0,short,0.3,20260817,estimated_service_time_first,weighted_fair_share,0.09166666666666667
fs2.util1.3000.skew1.0000.favshort.noise0.00.s20260816,1.3,1.0,short,0.0,20260816,estimated_service_time_first,weighted_fair_share,0.04999999999999993
fs2.util1.3000.skew1.0000.favshort.noise0.00.s20260817,1.3,1.0,short,0.0,20260817,estimated_service_time_first,weighted_fair_share,0.05833333333333335
fs2.util1.3000.skew1.0000.favshort.noise0.30.s20260816,1.3,1.0,short,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.04999999999999993
fs2.util1.3000.skew1.0000.favshort.noise0.30.s20260817,1.3,1.0,short,0.3,20260817,estimated_service_time_first,weighted_fair_share,0.08333333333333326
fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260816,1.5,1.0,short,0.0,20260816,estimated_service_time_first,weighted_fair_share,0.06666666666666665
fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260817,1.5,1.0,short,0.0,20260817,estimated_service_time_first,weighted_fair_share,0.050000000000000044
fs2.util1.5000.skew1.0000.favshort.noise0.30.s20260816,1.5,1.0,short,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.05833333333333335
fs2.util1.5000.skew1.0000.favshort.noise0.30.s20260817,1.5,1.0,short,0.3,20260817,estimated_service_time_first,weighted_fair_share,0.05833333333333335
fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260816,1.1,5.0,short,0.0,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260817,1.1,5.0,short,0.0,20260817,estimated_service_time_first,weighted_fair_share,0.01388888888888884
fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260816,1.1,5.0,short,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260817,1.1,5.0,short,0.3,20260817,estimated_service_time_first,weighted_fair_share,0.0
fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260816,1.3,5.0,short,0.0,20260816,estimated_service_time_first,weighted_fair_share,0.02777777777777779
fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260817,1.3,5.0,short,0.0,20260817,estimated_service_time_first,weighted_fair_share,0.02777777777777779
fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260816,1.3,5.0,short,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260817,1.3,5.0,short,0.3,20260817,estimated_service_time_first,weighted_fair_share,0.04166666666666663
fs2.util1.5000.skew5.0000.favshort.noise0.00.s20260816,1.5,5.0,short,0.0,20260816,estimated_service_time_first,weighted_fair_share,0.011111111111111183
fs2.util1.5000.skew5.0000.favshort.noise0.00.s20260817,1.5,5.0,short,0.0,20260817,estimated_service_time_first,weighted_fair_share,0.05555555555555558
fs2.util1.5000.skew5.0000.favshort.noise0.30.s20260816,1.5,5.0,short,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.08333333333333326
fs2.util1.5000.skew5.0000.favshort.noise0.30.s20260817,1.5,5.0,short,0.3,20260817,estimated_service_time_first,weighted_fair_share,0.04166666666666663
fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260816,1.1,10.0,short,0.0,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260817,1.1,10.0,short,0.0,20260817,estimated_service_time_first,weighted_fair_share,0.0
fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260816,1.1,10.0,short,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260817,1.1,10.0,short,0.3,20260817,estimated_service_time_first,weighted_fair_share,0.0
fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260816,1.3,10.0,short,0.0,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260817,1.3,10.0,short,0.0,20260817,estimated_service_time_first,weighted_fair_share,0.015151515151515138
fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260816,1.3,10.0,short,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260817,1.3,10.0,short,0.3,20260817,estimated_service_time_first,weighted_fair_share,0.0
fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260816,1.5,10.0,short,0.0,20260816,estimated_service_time_first,weighted_fair_share,0.015151515151515138
fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260817,1.5,10.0,short,0.0,20260817,estimated_service_time_first,weighted_fair_share,0.015151515151515138
fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260816,1.5,10.0,short,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260817,1.5,10.0,short,0.3,20260817,estimated_service_time_first,weighted_fair_share,0.0
fs2.util1.1000.skew1.0000.favlong.noise0.00.s20260816,1.1,1.0,long,0.0,20260816,estimated_service_time_first,weighted_fair_share,-0.025000000000000022
fs2.util1.1000.skew1.0000.favlong.noise0.00.s20260817,1.1,1.0,long,0.0,20260817,estimated_service_time_first,weighted_fair_share,0.0
fs2.util1.1000.skew1.0000.favlong.noise0.30.s20260816,1.1,1.0,long,0.3,20260816,estimated_service_time_first,weighted_fair_share,-0.008333333333333304
fs2.util1.1000.skew1.0000.favlong.noise0.30.s20260817,1.1,1.0,long,0.3,20260817,estimated_service_time_first,weighted_fair_share,-0.033333333333333326
fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260816,1.3,1.0,long,0.0,20260816,estimated_service_time_first,weighted_fair_share,-0.025000000000000022
fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260817,1.3,1.0,long,0.0,20260817,estimated_service_time_first,weighted_fair_share,-0.01666666666666672
fs2.util1.3000.skew1.0000.favlong.noise0.30.s20260816,1.3,1.0,long,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.0
fs2.util1.3000.skew1.0000.favlong.noise0.30.s20260817,1.3,1.0,long,0.3,20260817,estimated_service_time_first,weighted_fair_share,-0.04166666666666674
fs2.util1.5000.skew1.0000.favlong.noise0.00.s20260816,1.5,1.0,long,0.0,20260816,estimated_service_time_first,weighted_fair_share,0.04166666666666663
fs2.util1.5000.skew1.0000.favlong.noise0.00.s20260817,1.5,1.0,long,0.0,20260817,estimated_service_time_first,weighted_fair_share,0.01666666666666672
fs2.util1.5000.skew1.0000.favlong.noise0.30.s20260816,1.5,1.0,long,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.04166666666666663
fs2.util1.5000.skew1.0000.favlong.noise0.30.s20260817,1.5,1.0,long,0.3,20260817,estimated_service_time_first,weighted_fair_share,-0.025000000000000022
fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260816,1.1,5.0,long,0.0,20260816,estimated_service_time_first,weighted_fair_share,-0.04444444444444451
fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260817,1.1,5.0,long,0.0,20260817,estimated_service_time_first,weighted_fair_share,-0.11388888888888882
fs2.util1.1000.skew5.0000.favlong.noise0.30.s20260816,1.1,5.0,long,0.3,20260816,estimated_service_time_first,weighted_fair_share,-0.02499999999999991
fs2.util1.1000.skew5.0000.favlong.noise0.30.s20260817,1.1,5.0,long,0.3,20260817,estimated_service_time_first,weighted_fair_share,-0.05833333333333335
fs2.util1.3000.skew5.0000.favlong.noise0.00.s20260816,1.3,5.0,long,0.0,20260816,estimated_service_time_first,weighted_fair_share,-0.1333333333333333
fs2.util1.3000.skew5.0000.favlong.noise0.00.s20260817,1.3,5.0,long,0.0,20260817,estimated_service_time_first,weighted_fair_share,-0.07222222222222224
fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260816,1.3,5.0,long,0.3,20260816,estimated_service_time_first,weighted_fair_share,-0.1611111111111111
fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260817,1.3,5.0,long,0.3,20260817,estimated_service_time_first,weighted_fair_share,-0.05277777777777781
fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260816,1.5,5.0,long,0.0,20260816,estimated_service_time_first,weighted_fair_share,-0.08333333333333331
fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260817,1.5,5.0,long,0.0,20260817,estimated_service_time_first,weighted_fair_share,-0.09444444444444444
fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260816,1.5,5.0,long,0.3,20260816,estimated_service_time_first,weighted_fair_share,0.005555555555555536
fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260817,1.5,5.0,long,0.3,20260817,estimated_service_time_first,weighted_fair_share,-0.09166666666666667
fs2.util1.1000.skew10.0000.favlong.noise0.00.s20260816,1.1,10.0,long,0.0,20260816,estimated_service_time_first,weighted_fair_share,-0.14848484848484844
fs2.util1.1000.skew10.0000.favlong.noise0.00.s20260817,1.1,10.0,long,0.0,20260817,estimated_service_time_first,weighted_fair_share,-0.1454545454545455
fs2.util1.1000.skew10.0000.favlong.noise0.30.s20260816,1.1,10.0,long,0.3,20260816,estimated_service_time_first,weighted_fair_share,-0.0575757575757575
fs2.util1.1000.skew10.0000.favlong.noise0.30.s20260817,1.1,10.0,long,0.3,20260817,estimated_service_time_first,weighted_fair_share,-0.08484848484848484
fs2.util1.3000.skew10.0000.favlong.noise0.00.s20260816,1.3,10.0,long,0.0,20260816,estimated_service_time_first,weighted_fair_share,-0.12424242424242427
fs2.util1.3000.skew10.0000.favlong.noise0.00.s20260817,1.3,10.0,long,0.0,20260817,estimated_service_time_first,weighted_fair_share,-0.16818181818181815
fs2.util1.3000.skew10.0000.favlong.noise0.30.s20260816,1.3,10.0,long,0.3,20260816,estimated_service_time_first,weighted_fair_share,-0.1621212121212121
fs2.util1.3000.skew10.0000.favlong.noise0.30.s20260817,1.3,10.0,long,0.3,20260817,estimated_service_time_first,weighted_fair_share,-0.0757575757575758
fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260816,1.5,10.0,long,0.0,20260816,estimated_service_time_first,weighted_fair_share,-0.1257575757575758
fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260817,1.5,10.0,long,0.0,20260817,estimated_service_time_first,weighted_fair_share,-0.1893939393939394
fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260816,1.5,10.0,long,0.3,20260816,estimated_service_time_first,weighted_fair_share,-0.07727272727272727
fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260817,1.5,10.0,long,0.3,20260817,estimated_service_time_first,weighted_fair_share,-0.17272727272727273
fs2.util1.1000.skew1.0000.favshort.noise0.00.s20260816,1.1,1.0,short,0.0,20260816,fifo,weighted_fair_share,-0.30833333333333335
fs2.util1.1000.skew1.0000.favshort.noise0.00.s20260817,1.1,1.0,short,0.0,20260817,fifo,weighted_fair_share,-0.2833333333333333
fs2.util1.1000.skew1.0000.favshort.noise0.30.s20260816,1.1,1.0,short,0.3,20260816,fifo,weighted_fair_share,-0.3416666666666667
fs2.util1.1000.skew1.0000.favshort.noise0.30.s20260817,1.1,1.0,short,0.3,20260817,fifo,weighted_fair_share,-0.2250000000000001
fs2.util1.3000.skew1.0000.favshort.noise0.00.s20260816,1.3,1.0,short,0.0,20260816,fifo,weighted_fair_share,-0.3166666666666667
fs2.util1.3000.skew1.0000.favshort.noise0.00.s20260817,1.3,1.0,short,0.0,20260817,fifo,weighted_fair_share,-0.3916666666666666
fs2.util1.3000.skew1.0000.favshort.noise0.30.s20260816,1.3,1.0,short,0.3,20260816,fifo,weighted_fair_share,-0.33333333333333337
fs2.util1.3000.skew1.0000.favshort.noise0.30.s20260817,1.3,1.0,short,0.3,20260817,fifo,weighted_fair_share,-0.2750000000000001
fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260816,1.5,1.0,short,0.0,20260816,fifo,weighted_fair_share,-0.4083333333333334
fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260817,1.5,1.0,short,0.0,20260817,fifo,weighted_fair_share,-0.44166666666666665
fs2.util1.5000.skew1.0000.favshort.noise0.30.s20260816,1.5,1.0,short,0.3,20260816,fifo,weighted_fair_share,-0.38333333333333336
fs2.util1.5000.skew1.0000.favshort.noise0.30.s20260817,1.5,1.0,short,0.3,20260817,fifo,weighted_fair_share,-0.3333333333333333
fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260816,1.1,5.0,short,0.0,20260816,fifo,weighted_fair_share,-0.7
fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260817,1.1,5.0,short,0.0,20260817,fifo,weighted_fair_share,-0.7222222222222222
fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260816,1.1,5.0,short,0.3,20260816,fifo,weighted_fair_share,-0.6416666666666666
fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260817,1.1,5.0,short,0.3,20260817,fifo,weighted_fair_share,-0.6277777777777778
